"","ID","Bar.Code","Item","Make","Model","Serial.Number","Description","Calibration.Date","Calibration.Equipment","Location","Responsible.Lab","Funding.Source","Project","Other.ID","Notes","Status","Cal.Report.Y.N","Picture","Picture.URL","Old.Asset.Number","OU.Asset","Asset.Type","Specification.Characteristics","Calilbration.Date","Maintenance.Date","Picture.Yes.No","Project.Equipment..Yes.No.","Class"
"2617","L######","`F-02617~","F-02617","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2618","L######","`F-02618~","F-02618","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2619","L######","`F-02619~","F-02619","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2620","L######","`F-02620~","F-02620","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2621","L######","`F-02621~","F-02621","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2622","L######","`F-02622~","F-02622","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2623","L######","`F-02623~","F-02623","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2624","L######","`F-02624~","F-02624","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2625","L######","`F-02625~","F-02625","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2626","L######","`F-02626~","F-02626","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2627","L######","`F-02627~","F-02627","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2628","L######","`F-02628~","F-02628","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2629","L######","`F-02629~","F-02629","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2630","L######","`F-02630~","F-02630","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2631","L######","`F-02631~","F-02631","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2632","L######","`F-02632~","F-02632","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2633","L######","`F-02633~","F-02633","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2634","L######","`F-02634~","F-02634","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2635","L######","`F-02635~","F-02635","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2636","L######","`F-02636~","F-02636","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2637","L######","`F-02637~","F-02637","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2638","L######","`F-02638~","F-02638","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2639","L######","`F-02639~","F-02639","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2640","L######","`F-02640~","F-02640","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2641","L######","`F-02641~","F-02641","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2642","L######","`F-02642~","F-02642","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2643","L######","`F-02643~","F-02643","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2644","L######","`F-02644~","F-02644","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2645","L######","`F-02645~","F-02645","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2646","L######","`F-02646~","F-02646","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2647","L######","`F-02647~","F-02647","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2648","L######","`F-02648~","F-02648","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2649","L######","`F-02649~","F-02649","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2650","L######","`F-02650~","F-02650","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2651","L######","`F-02651~","F-02651","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2652","L######","`F-02652~","F-02652","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2653","L######","`F-02653~","F-02653","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2654","L######","`F-02654~","F-02654","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2655","L######","`F-02655~","F-02655","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2656","L######","`F-02656~","F-02656","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2657","L######","`F-02657~","F-02657","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2658","L######","`F-02658~","F-02658","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2659","L######","`F-02659~","F-02659","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2660","L######","`F-02660~","F-02660","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2661","L######","`F-02661~","F-02661","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2662","L######","`F-02662~","F-02662","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2663","L######","`F-02663~","F-02663","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2664","L######","`F-02664~","F-02664","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2665","L######","`F-02665~","F-02665","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2666","L######","`F-02666~","F-02666","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2667","L######","`F-02667~","F-02667","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2668","L######","`F-02668~","F-02668","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2669","L######","`F-02669~","F-02669","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2670","L######","`F-02670~","F-02670","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2671","L######","`F-02671~","F-02671","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2672","L######","`F-02672~","F-02672","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2673","L######","`F-02673~","F-02673","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2674","L######","`F-02674~","F-02674","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2675","L######","`F-02675~","F-02675","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2676","L######","`F-02676~","F-02676","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2677","L######","`F-02677~","F-02677","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2678","L######","`F-02678~","F-02678","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2679","L######","`F-02679~","F-02679","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2680","L######","`F-02680~","F-02680","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2681","L######","`F-02681~","F-02681","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2682","L######","`F-02682~","F-02682","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2683","L######","`F-02683~","F-02683","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2684","L######","`F-02684~","F-02684","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2685","L######","`F-02685~","F-02685","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2686","L######","`F-02686~","F-02686","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2687","L######","`F-02687~","F-02687","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2688","L######","`F-02688~","F-02688","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2689","L######","`F-02689~","F-02689","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2690","L######","`F-02690~","F-02690","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2691","L######","`F-02691~","F-02691","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2692","L######","`F-02692~","F-02692","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2693","L######","`F-02693~","F-02693","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2694","L######","`F-02694~","F-02694","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2695","L######","`F-02695~","F-02695","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2696","L######","`F-02696~","F-02696","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2697","L######","`F-02697~","F-02697","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2698","L######","`F-02698~","F-02698","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2699","L######","`F-02699~","F-02699","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2700","L######","`F-02700~","F-02700","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2701","L######","`F-02701~","F-02701","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2702","L######","`F-02702~","F-02702","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2703","L######","`F-02703~","F-02703","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2704","L######","`F-02704~","F-02704","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2705","L######","`F-02705~","F-02705","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2706","L######","`F-02706~","F-02706","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2707","L######","`F-02707~","F-02707","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2708","L######","`F-02708~","F-02708","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2709","L######","`F-02709~","F-02709","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2710","L######","`F-02710~","F-02710","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2711","L######","`F-02711~","F-02711","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2712","L######","`F-02712~","F-02712","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2713","L######","`F-02713~","F-02713","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2714","L######","`F-02714~","F-02714","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2715","L######","`F-02715~","F-02715","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2716","L######","`F-02716~","F-02716","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2717","L######","`F-02717~","F-02717","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2718","L######","`F-02718~","F-02718","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2719","L######","`F-02719~","F-02719","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2720","L######","`F-02720~","F-02720","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2721","L######","`F-02721~","F-02721","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2722","L######","`F-02722~","F-02722","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2723","L######","`F-02723~","F-02723","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2724","L######","`F-02724~","F-02724","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2725","L######","`F-02725~","F-02725","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2726","L######","`F-02726~","F-02726","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2727","L######","`F-02727~","F-02727","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2728","L######","`F-02728~","F-02728","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2729","L######","`F-02729~","F-02729","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2730","L######","`F-02730~","F-02730","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2731","L######","`F-02731~","F-02731","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2732","L######","`F-02732~","F-02732","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2733","L######","`F-02733~","F-02733","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2734","L######","`F-02734~","F-02734","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2735","L######","`F-02735~","F-02735","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2736","L######","`F-02736~","F-02736","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2737","L######","`F-02737~","F-02737","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2738","L######","`F-02738~","F-02738","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2739","L######","`F-02739~","F-02739","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2740","L######","`F-02740~","F-02740","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2741","L######","`F-02741~","F-02741","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2742","L######","`F-02742~","F-02742","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2743","L######","`F-02743~","F-02743","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2744","L######","`F-02744~","F-02744","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2745","L######","`F-02745~","F-02745","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2746","L######","`F-02746~","F-02746","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2747","L######","`F-02747~","F-02747","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2748","L######","`F-02748~","F-02748","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2749","L######","`F-02749~","F-02749","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2750","L######","`F-02750~","F-02750","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2751","L######","`F-02751~","F-02751","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2752","L######","`F-02752~","F-02752","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2753","L######","`F-02753~","F-02753","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2754","L######","`F-02754~","F-02754","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2755","L######","`F-02755~","F-02755","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2756","L######","`F-02756~","F-02756","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2757","L######","`F-02757~","F-02757","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2758","L######","`F-02758~","F-02758","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2759","L######","`F-02759~","F-02759","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2760","L######","`F-02760~","F-02760","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2761","L######","`F-02761~","F-02761","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2762","L######","`F-02762~","F-02762","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2763","L######","`F-02763~","F-02763","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2764","L######","`F-02764~","F-02764","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2765","L######","`F-02765~","F-02765","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2766","L######","`F-02766~","F-02766","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2767","L######","`F-02767~","F-02767","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2768","L######","`F-02768~","F-02768","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2769","L######","`F-02769~","F-02769","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2770","L######","`F-02770~","F-02770","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2771","L######","`F-02771~","F-02771","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2772","L######","`F-02772~","F-02772","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2773","L######","`F-02773~","F-02773","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2774","L######","`F-02774~","F-02774","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2775","L######","`F-02775~","F-02775","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2776","L######","`F-02776~","F-02776","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2777","L######","`F-02777~","F-02777","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2778","L######","`F-02778~","F-02778","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2779","L######","`F-02779~","F-02779","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2780","L######","`F-02780~","F-02780","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2781","L######","`F-02781~","F-02781","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2782","L######","`F-02782~","F-02782","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2783","L######","`F-02783~","F-02783","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2784","L######","`F-02784~","F-02784","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2785","L######","`F-02785~","F-02785","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2786","L######","`F-02786~","F-02786","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2787","L######","`F-02787~","F-02787","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2788","L######","`F-02788~","F-02788","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2789","L######","`F-02789~","F-02789","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2790","L######","`F-02790~","F-02790","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2791","L######","`F-02791~","F-02791","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2792","L######","`F-02792~","F-02792","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2793","L######","`F-02793~","F-02793","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2794","L######","`F-02794~","F-02794","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2795","L######","`F-02795~","F-02795","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2796","L######","`F-02796~","F-02796","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2797","L######","`F-02797~","F-02797","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2798","L######","`F-02798~","F-02798","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2799","L######","`F-02799~","F-02799","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2800","L######","`F-02800~","F-02800","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2801","L######","`F-02801~","F-02801","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2802","L######","`F-02802~","F-02802","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2803","L######","`F-02803~","F-02803","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2804","L######","`F-02804~","F-02804","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2805","L######","`F-02805~","F-02805","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2806","L######","`F-02806~","F-02806","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2807","L######","`F-02807~","F-02807","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2808","L######","`F-02808~","F-02808","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2809","L######","`F-02809~","F-02809","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2810","L######","`F-02810~","F-02810","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2811","L######","`F-02811~","F-02811","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2812","L######","`F-02812~","F-02812","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2813","L######","`F-02813~","F-02813","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2814","L######","`F-02814~","F-02814","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2815","L######","`F-02815~","F-02815","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2816","L######","`F-02816~","F-02816","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2817","L######","`F-02817~","F-02817","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2818","L######","`F-02818~","F-02818","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2819","L######","`F-02819~","F-02819","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2820","L######","`F-02820~","F-02820","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2821","L######","`F-02821~","F-02821","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2822","L######","`F-02822~","F-02822","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2823","L######","`F-02823~","F-02823","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2824","L######","`F-02824~","F-02824","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2825","L######","`F-02825~","F-02825","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2826","L######","`F-02826~","F-02826","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2827","L######","`F-02827~","F-02827","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2828","L######","`F-02828~","F-02828","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2829","L######","`F-02829~","F-02829","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2830","L######","`F-02830~","F-02830","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
"2831","L######","`F-02831~","F-02831","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"NA"
